ORIG_FID,VisSpp1,VisCov1,VisSpp2,VisCov2,VisSpp3,VisCov3,VisSpp4,VisCov4,VisSpp5,VisCov5,CovDry,CovWat,CovEpiAlg,PatLen,PatWid,Location,PositionIn,Preassigned,MatDensity,DepToSAV,Secchi,ScAtBot,Date,Time,Latitude,Longitude,Comments
829,Egeria,0.7,,,,,,,,,,0.1,,L (10-15m),S (3-5m),center,,No,,1,2,Yes,20070622,09:31:59am,37.95521443,-121.567332,
830,Egeria,0.1,,,,,,,,,,0.7,,M (5-10m),S (3-5m),side,,No,,1,3.5,No,20070622,09:45:11am,37.94958432,-121.560151,
831,Egeria,0.9,,,,,,,,,,,,M (5-10m),S (3-5m),side,,No,,2,3.75,No,20070622,10:11:11am,37.94687852,-121.5617644,
832,Curlyleaf,0.3,Egeria,0.1,,,,,,,,0.3,,M (5-10m),M (5-10m),side,,No,,0,3.75,Yes,20070619,10:33:49am,37.94707967,-121.5338833,
833,Egeria,0.7,,,,,,,,,,0.1,,M (5-10m),S (3-5m),side,,No,,0.5,,No,20070619,11:17:29am,37.94926432,-121.5333586,
834,Egeria,0.7,,,,,,,,,,0.1,,M (5-10m),S (3-5m),center,,No,,0,3.75,No,20070619,11:22:17am,37.94959764,-121.5329949,
835,Egeria,0.1,Algae,0.5,,,,,,,,0.1,,S (3-5m),S (3-5m),side,,No,,0.5,3.75,No,20070619,10:52:29am,37.94969059,-121.5284801,cov w algae
836,Algae,0.7,Egeria,0.1,,,,,,,,,,S (3-5m),S (3-5m),side,,No,,0,3.5,No,20070622,08:43:13am,37.95683822,-121.5673774,
837,Algae,0.5,,,,,,,,,,0.3,,S (3-5m),S (3-5m),center,,No,,0.75,1,No,20070622,09:07:18am,37.95527581,-121.5744321,
838,Egeria,0.7,,,,,,,,,,0.1,,M (5-10m),S (3-5m),center,,No,,1,4.5,No,20070619,10:40:00am,37.94773738,-121.532398,
839,Egeria,0.3,Curlyleaf,0.1,,,,,,,,0.3,,S (3-5m),S (3-5m),center,,No,,1.5,3.75,No,20070619,10:46:13am,37.94865005,-121.5311561,
840,Egeria,0.1,Curlyleaf,0.1,,,,,,,,0.5,,S (3-5m),S (3-5m),center,,No,,0.75,5.5,No,20070619,11:06:08am,37.94981269,-121.5304243,
841,Curlyleaf,0.5,Egeria,0.1,,,,,,,,0.1,,M (5-10m),M (5-10m),center,,No,,2,5.25,No,20070619,11:13:26am,37.94820448,-121.5337896,secchi strong current
842,Egeria,0.9,,,,,,,,,,,,M (5-10m),S (3-5m),center,,No,,1.5,2,Yes,20070622,10:43:02am,37.94452828,-121.5607872,
843,Egeria,0.9,Algae,0.5,,,,,,,,,,L (10-15m),S (3-5m),,,No,,0,5.5,No,20070619,09:56:45am,37.92474015,-121.5289219,
844,Egeria,0.9,Water Primrose,0.1,Algae,0.3,Pennywort,0.1,,,,,,XL (>15m),M (5-10m),range finder,,Yes,,0,4,No,20070619,10:05:17am,37.92579293,-121.5286221,
845,Egeria,0.7,Algae,0.3,,,,,,,,,,L (10-15m),S (3-5m),range finder,,Yes,,0,3.75,No,20070619,10:12:18am,37.92640245,-121.5284604,
846,Egeria,0.7,Algae,0.1,Coontail,0.1,Hyac.-LtGr,0.1,,,,,,M (5-10m),S (3-5m),range finder,,Yes,,0,3.25,No,20070619,10:26:06am,37.92769566,-121.5277788,
847,Egeria,0.9,Algae,0.1,Curlyleaf,0.1,,,,,,,,L (10-15m),S (3-5m),center,,No,,0,4,Yes,20070619,11:08:16am,37.9248944,-121.5270581,
848,Egeria,0.7,Algae,0.7,,,,,,,,,,XL (>15m),M (5-10m),range finder,,Yes,,0,5.75,No,20070619,11:23:45am,37.92704251,-121.5288017,
849,Coontail,0.3,Egeria,0.3,Curlyleaf,0.1,,,,,,,,S (3-5m),S (3-5m),center,,No,,1.5,4.25,No,20070619,09:24:11am,37.93204034,-121.5291291,deep weeds no hook
850,Egeria,0.5,Coontail,0.1,,,,,,,,0.1,,S (3-5m),S (3-5m),side,,No,,1,3.75,Yes,20070619,09:36:06am,37.93084747,-121.5298189,
851,Egeria,0.3,Tule,0.3,,,,,,,,0.1,,S (3-5m),S (3-5m),side,,No,,0.5,4.25,No,20070619,09:41:48am,37.93080097,-121.5321406,
852,Coontail,0.3,Egeria,0.3,,,,,,,,0.1,,M (5-10m),S (3-5m),side,,No,,1.5,4.25,No,20070619,09:49:50am,37.92962787,-121.5328148,
853,Coontail,0.1,Egeria,0.1,Curlyleaf,0.1,,,,,,0.3,,M (5-10m),S (3-5m),center,,No,,2,4.5,No,20070619,09:57:41am,37.92762679,-121.5326891,
854,Egeria,0.7,Mixed,0.1,,,,,,,,,,S (3-5m),S (3-5m),center,,No,,2,4.5,No,20070619,10:03:49am,37.92567668,-121.5321146,
855,Sago,0.3,,,,,,,,,,0.5,,S (3-5m),S (3-5m),center,,No,,0,2.75,No,20070622,11:09:30am,37.92771334,-121.558184,
856,Coontail,0.1,,,,,,,,,,0.7,,S (3-5m),S (3-5m),side,,No,,0,4.5,No,20070619,09:27:40am,37.93184231,-121.5295543,
857,Coontail,0.3,,,,,,,,,,0.5,,M (5-10m),S (3-5m),center,,No,,0,4.5,No,20070619,09:53:14am,37.92910436,-121.5327404,
858,Coontail,0.1,Egeria,0.1,,,,,,,,0.5,,S (3-5m),S (3-5m),center,,No,,0,4,No,20070619,10:00:59am,37.92664095,-121.5325349,
859,Egeria,0.7,Watermilfoil,0.1,Coontail,0.1,,,,,,0.1,,XL (>15m),L (10-15m),range finder,,Yes,,0.5,1,No,20070618,03:22:34pm,37.90785753,-121.5140212,
860,Algae,0.9,Egeria,0.7,Watermilfoil,0.1,Cabomba,0.1,,,,,,XL (>15m),M (5-10m),range finder,,Yes,,0,1,Yes,20070618,03:34:54pm,37.90827689,-121.5138229,
861,Egeria,0.7,Algae,0.9,Watermilfoil,0.3,,,,,,,,L (10-15m),M (5-10m),center,,Yes,,0,0.5,Yes,20070618,03:57:19pm,37.91003003,-121.5135638,
862,Egeria,0.9,Watermilfoil,0.1,,,,,,,,,,L (10-15m),M (5-10m),range finder,,Yes,,0,1,Yes,20070618,04:05:23pm,37.91086755,-121.5140955,
863,Egeria,0.7,Algae,0.7,,,,,,,,0.5,,M (5-10m),S (3-5m),center,,No,,0,4.5,No,20070619,08:38:37am,37.91718108,-121.5164432,
864,Curlyleaf,0.7,Algae,0.5,,,,,,,,0.1,,L (10-15m),S (3-5m),range finder,,Yes,,0.5,0.5,Yes,20070618,03:41:56pm,37.90855148,-121.5141217,
865,Algae,0.5,Egeria,0.1,,,,,,,,0.5,,L (10-15m),M (5-10m),center,,Yes,,0,0.5,Yes,20070618,03:48:58pm,37.90925321,-121.5138918,
866,Watermilfoil,0.7,Egeria,0.7,Curlyleaf,0.1,,,,,,,,XL (>15m),M (5-10m),range finder,,No,,0,1,Yes,20070618,04:08:48pm,37.91059814,-121.5146618,
867,Egeria,0.7,,,,,,,,,,0.1,,L (10-15m),S (3-5m),center,,No,,0,3.25,No,20070618,03:49:05pm,37.90665602,-121.508251,
868,Egeria,0.5,,,,,,,,,,0.3,,M (5-10m),S (3-5m),side,,No,,1.5,2.25,No,20070621,01:46:32pm,37.90946951,-121.5624692,
869,Sago,0.7,,,,,,,,,,0.1,,S (3-5m),S (3-5m),center,,No,,0.5,2.5,No,20070622,11:22:14am,37.91870373,-121.564092,
870,Watermilfoil,0.3,Algae,0.3,,,,,,,,0.1,,M (5-10m),M (5-10m),range finder,,Yes,,0,0.75,Yes,20070618,03:27:56pm,37.90883927,-121.5105556,
871,Algae,0.3,Watermilfoil,0.1,,,,,,,,0.3,,M (5-10m),M (5-10m),side,,Yes,,0,1.75,Yes,20070618,03:40:30pm,37.90853068,-121.5088813,
872,Curlyleaf,0.9,,,,,,,,,,,,S (3-5m),M (5-10m),side,,No,,0,3.5,No,20070618,03:44:16pm,37.90770909,-121.5084636,
873,Egeria,0.3,Curlyleaf,0.5,,,,,,,,,,M (5-10m),M (5-10m),side,,No,,0,1,Yes,20070618,03:53:19pm,37.90475479,-121.5056882,
874,Egeria,0.5,Watermilfoil,0.1,Coontail,0.1,,,,,,,,M (5-10m),L (10-15m),center,,No,,0,1.25,No,20070618,04:01:32pm,37.90364589,-121.5048835,
875,Egeria,0.3,,,,,,,,,,0.5,,M (5-10m),S (3-5m),center,,No,,2,3.5,No,20070621,01:33:40pm,37.90282459,-121.5712544,
876,Egeria,0.1,Curlyleaf,0.1,Cabomba,0.1,Algae,0.1,,,,0.1,,M (5-10m),S (3-5m),center,,No,,0,1.5,No,20070618,04:05:50pm,37.90356959,-121.5037652,
877,Cabomba,0.3,Egeria,0.3,,,,,,,,,,S (3-5m),S (3-5m),side,,No,,2.5,,No,20070618,04:13:11pm,37.90348705,-121.5007533,
878,Coontail,0.7,,,,,,,,,,0.3,,M (5-10m),S (3-5m),range finder,,No,,0,1.5,No,20070620,01:31:53pm,37.88061609,-121.384723,
879,Am_Pondweed,0.9,,,,,,,,,,0.1,,S (3-5m),S (3-5m),range finder,,No,,0,0.75,No,20070620,01:38:21pm,37.88262495,-121.3876964,
880,Am_Pondweed,0.7,Egeria,0.1,Coontail,0.1,,,,,,0.1,,S (3-5m),M (5-10m),center,,No,,0,1.5,No,20070620,01:54:36pm,37.88656273,-121.3962123,
881,Coontail,0.7,,,,,,,,,,0.3,,L (10-15m),S (3-5m),range finder,,No,,0,1.5,No,20070620,01:56:19pm,37.88656361,-121.3960549,
882,Coontail,0.7,Am_Pondweed,0.1,,,,,,,,0.3,,XL (>15m),M (5-10m),range finder,,No,,0,1.25,No,20070620,02:11:45pm,37.88884133,-121.4221026,
883,Sago,0.7,Coontail,0.1,,,,,,,,0.3,,M (5-10m),S (3-5m),range finder,,No,,0.5,1.5,No,20070620,02:18:35pm,37.8924747,-121.4276062,
884,Curlyleaf,0.7,Am_Pondweed,0.1,Coontail,0.1,,,,,,0.3,,XL (>15m),XL (>15m),range finder,,No,,0,1.5,Yes,20070620,02:44:22pm,37.88248163,-121.4603814,
885,Coontail,0.7,Curlyleaf,0.1,Am_Pondweed,0.1,Watermilfoil,0.1,,,,,,XL (>15m),L (10-15m),,,No,,0,0.75,No,20070620,02:51:08pm,37.88234515,-121.463846,
886,Curlyleaf,0.9,Coontail,0.1,Am_Pondweed,0.1,Watermilfoil,0.1,,,,0.1,,L (10-15m),M (5-10m),center,,No,,0,1.75,Yes,20070620,03:01:44pm,37.88329936,-121.4676589,
887,Coontail,0.7,Curlyleaf,0.1,Watermilfoil,0.1,,,,,,0.3,,L (10-15m),M (5-10m),center,,No,,0.5,2.5,No,20070620,03:05:33pm,37.88418969,-121.4696945,
888,Egeria,0.5,,,,,,,,,,0.3,,L (10-15m),S (3-5m),side,,No,,2,3,No,20070621,01:07:16pm,37.88164052,-121.5754329,
889,Egeria,0.3,,,,,,,,,,0.5,,M (5-10m),S (3-5m),center,,No,,1,2.25,No,20070621,01:14:02pm,37.88661285,-121.5750548,
890,Egeria,0.5,,,,,,,,,,0.3,,S (3-5m),S (3-5m),side,,No,,2,2.25,No,20070621,01:23:41pm,37.89219065,-121.5684512,
891,Egeria,0.3,Tule,0.1,,,,,,,,0.3,,S (3-5m),S (3-5m),center,,No,,1.5,3,No,20070621,12:56:25pm,37.87453788,-121.5779867,
892,Egeria,0.3,,,,,,,,,,0.5,,L (10-15m),S (3-5m),side,,No,,1,3.5,No,20070621,01:01:06pm,37.87691824,-121.5767231,
893,Egeria,0.7,,,,,,,,,,0.1,,S (3-5m),S (3-5m),center,,No,,2,3.25,No,20070621,12:48:20pm,37.86983262,-121.5785804,
894,Watermilfoil,0.5,Coontail,0.1,Egeria,0.1,Curlyleaf,0.3,,,,,,M (5-10m),S (3-5m),center,,No,,0.25,1.75,No,20070620,12:40:16pm,37.85678033,-121.3773323,
895,Curlyleaf,0.7,Egeria,0.1,Coontail,0.1,,,,,,,,M (5-10m),S (3-5m),center,,No,,0.25,3,No,20070620,12:50:04pm,37.86035261,-121.3763794,
896,Sago,0.7,,,,,,,,,,0.3,,L (10-15m),M (5-10m),center,,No,,0.5,3,No,20070620,01:11:20pm,37.86323684,-121.3765927,
897,Egeria,0.5,Algae,0.5,,,,,,,,0.1,,S (3-5m),S (3-5m),range finder,,No,,0.25,2,No,20070620,12:35:39pm,37.85458655,-121.3770781,
898,Egeria,0.7,Coontail,0.1,,,,,,,,0.1,,M (5-10m),S (3-5m),center,,No,,0.25,2.25,No,20070620,12:44:36pm,37.85705608,-121.3774631,
899,Egeria,0.7,Algae,0.7,Curlyleaf,0.3,,,,,,,,L (10-15m),S (3-5m),center,,No,,0.5,3,No,20070620,01:15:44pm,37.86591522,-121.3752074,
900,Egeria,0.3,,,,,,,,,,0.5,,M (5-10m),S (3-5m),center,,No,,1.5,2,Yes,20070621,02:07:41pm,37.86358929,-121.5740814,
901,Egeria,0.7,,,,,,,,,,0.1,,L (10-15m),S (3-5m),center,,No,,1,2,No,20070621,02:14:02pm,37.86310647,-121.5748227,
902,Egeria,0.9,,,,,,,,,,,,L (10-15m),S (3-5m),side,,No,,0.5,3,No,20070621,02:16:37pm,37.86268829,-121.5756057,
903,Am_Pondweed,0.3,,,,,,,,,,0.5,,S (3-5m),S (3-5m),side,,No,,1,3,No,20070621,11:18:28am,37.85693051,-121.5426475,
904,Coontail,0.1,,,,,,,,,,0.7,,M (5-10m),S (3-5m),side,,No,,0,4,No,20070621,02:21:26pm,37.86087725,-121.5822209,
905,Coontail,0.1,,,,,,,,,,0.7,,S (3-5m),S (3-5m),center,,No,,1,3.5,No,20070621,03:09:20pm,37.86032567,-121.5798932,
906,Curlyleaf,0.5,Coontail,0.1,,,,,,,,0.7,,L (10-15m),M (5-10m),center,,No,,0,1,No,20070620,11:16:39am,37.84735512,-121.3799933,
907,Egeria,0.7,,,,,,,,,,0.1,,M (5-10m),S (3-5m),center,,No,,1.5,3,No,20070621,10:36:14am,37.84392167,-121.5374979,
908,Egeria,0.7,Mixed,0.1,,,,,,,,,,M (5-10m),S (3-5m),center,,No,,1.5,3,No,20070621,10:53:22am,37.84977528,-121.5415969,
909,Algae,0.3,Mixed,0.3,,,,,,,,0.5,,M (5-10m),S (3-5m),side,,No,,2,3,No,20070621,11:08:43am,37.85484944,-121.5416992,covers mixed sav
910,Egeria,0.9,,,,,,,,,,,,S (3-5m),S (3-5m),side,,No,,0,3,No,20070621,02:49:41pm,37.84857936,-121.5871301,
911,Coontail,0.1,,,,,,,,,,0.7,,S (3-5m),S (3-5m),center,,No,,0,1.25,No,20070620,10:08:41am,37.85336309,-121.3232705,one plant
912,Watermilfoil,0.3,,,,,,,,,,0.5,,S (3-5m),S (3-5m),side,,No,,1,3,Yes,20070621,10:40:43am,37.84620484,-121.5377789,
913,Watermilfoil,0.1,Egeria,0.1,,,,,,,,0.5,,M (5-10m),S (3-5m),center,,No,,2,2.5,No,20070621,10:44:23am,37.84746877,-121.5392789,
914,Watermilfoil,0.5,,,,,,,,,,0.3,,M (5-10m),S (3-5m),side,,No,,2,3.75,No,20070621,10:47:56am,37.84811337,-121.5401392,
915,Coontail,0.5,Egeria,0.1,,,,,,,,0.1,,S (3-5m),S (3-5m),side,,No,,1.5,3,No,20070621,11:24:19am,37.85659741,-121.5441886,coon at surface
916,Algae,0.7,Egeria,0.1,,,,,,,,,,M (5-10m),S (3-5m),center,,No,,0.5,4,No,20070621,02:32:34pm,37.85391641,-121.5850248,algae on egeria
917,Algae,0.1,Egeria,0.1,Algae,0.3,,,,,,0.1,,M (5-10m),S (3-5m),center,,No,,1,3,No,20070621,02:44:36pm,37.848701,-121.5850901,
918,Coontail,0.5,,,,,,,,,,0.5,,L (10-15m),S (3-5m),center,,No,,0.25,0.75,No,20070620,10:47:31am,37.83159278,-121.3850588,
919,Curlyleaf,0.5,Coontail,0.5,,,,,,,,,,L (10-15m),S (3-5m),range finder,,No,,0,0.5,No,20070620,10:52:57am,37.83428531,-121.3846581,
920,Curlyleaf,0.7,Coontail,0.3,,,,,,,,,,M (5-10m),S (3-5m),center,,No,,0,0.75,No,20070620,10:59:51am,37.83818585,-121.3806254,overlapped with water point FID 332
921,Watermilfoil,0.7,,,,,,,,,,0.3,,L (10-15m),S (3-5m),range finder,,No,,0,0.75,No,20070620,11:05:09am,37.84085375,-121.3793283,
922,Egeria,0.3,,,,,,,,,,0.5,,S (3-5m),S (3-5m),center,,No,,1.5,3,No,20070621,10:31:50am,37.84049468,-121.5386132,
923,Egeria,0.7,Algae,0.1,,,,,,,,,,L (10-15m),L (10-15m),range finder,,No,,0.5,3.5,No,20070621,03:00:03pm,37.83870833,-121.5924004,
924,Curlyleaf,0.5,,,,,,,,,,0.3,,M (5-10m),S (3-5m),center,,No,,1,2,Yes,20070621,10:08:16am,37.83243513,-121.5490227,
926,Coontail,0.1,,,,,,,,,,0.09,,M (5-10m),S (3-5m),range finder,,No,,0,0.75,No,20070620,10:25:25am,37.82481252,-121.3806118,
927,Coontail,0.3,,,,,,,,,,0.7,,M (5-10m),S (3-5m),center,,No,,0,0.75,No,20070620,10:29:45am,37.82525398,-121.3815955,
928,Coontail,0.5,,,,,,,,,,0.5,,L (10-15m),S (3-5m),center,,No,,0,0.75,No,20070620,10:34:01am,37.82595334,-121.3827149,
929,Coontail,0.5,,,,,,,,,,0.5,,L (10-15m),S (3-5m),range finder,,No,,0.25,0.75,No,20070620,10:40:26am,37.82868612,-121.3839514,
930,Egeria,0.9,Coontail,0.1,,,,,,,,0.1,,XL (>15m),S (3-5m),range finder,,No,,0,0.5,No,20070621,02:25:17pm,37.81989416,-121.4542746,
931,Egeria,0.5,Coontail,0.1,,,,,,,,0.3,,L (10-15m),S (3-5m),center,,No,,0,1.5,No,20070621,02:31:09pm,37.82047535,-121.45823,
932,Egeria,0.9,,,,,,,,,,0.1,,L (10-15m),S (3-5m),center,,No,,0,1.25,No,20070621,02:37:24pm,37.82038115,-121.4642483,
933,Egeria,0.7,Coontail,0.1,,,,,,,,0.3,,M (5-10m),S (3-5m),side,,No,,0.25,1,No,20070621,02:48:36pm,37.81988669,-121.4779258,
934,Egeria,0.5,Coontail,0.1,Watermilfoil,0.1,,,,,,0.3,,XL (>15m),S (3-5m),center,,No,,0.25,1.25,No,20070621,02:54:06pm,37.8198426,-121.4792018,
935,Egeria,0.9,Coontail,0.1,,,,,,,,0.1,,XL (>15m),S (3-5m),range finder,,No,,0.25,1.25,No,20070621,03:11:58pm,37.82026579,-121.4982469,
936,Egeria,0.9,Coontail,0.1,,,,,,,,0.1,,XL (>15m),S (3-5m),center,,No,,0,1,No,20070621,03:16:04pm,37.82021505,-121.501047,
937,Egeria,0.9,Coontail,0.1,Watermilfoil,0.1,,,,,,0.1,,XL (>15m),S (3-5m),center,,No,,0,1.25,No,20070621,03:21:04pm,37.81968287,-121.5067509,
938,Egeria,0.9,Coontail,0.1,,,,,,,,0.1,,XL (>15m),S (3-5m),center,,No,,0,1,No,20070621,03:36:54pm,37.819604,-121.5329209,
939,Egeria,0.5,,,,,,,,,,0.3,,S (3-5m),S (3-5m),center,,No,,1.5,3.5,No,20070621,09:19:22am,37.8247693,-121.5513972,
940,Egeria,0.7,,,,,,,,,,0.1,,S (3-5m),S (3-5m),side,,No,,1,3,No,20070621,09:33:53am,37.82685234,-121.5511709,
941,Coontail,0.1,Egeria,0.5,,,,,,,,0.1,,M (5-10m),S (3-5m),side,,No,,0.5,2.5,No,20070621,09:03:51am,37.81929623,-121.5540196,
942,Sago,0.9,,,,,,,,,,,,S (3-5m),S (3-5m),side,,No,,1.5,3.5,No,20070621,09:22:22am,37.82564344,-121.5511023,
943,Coontail,0.7,,,,,,,,,,0.1,,M (5-10m),S (3-5m),side,,No,,0,3,No,20070621,09:26:34am,37.82559098,-121.5503219,
944,Sago,0.5,,,,,,,,,,0.3,,M (5-10m),S (3-5m),side,,No,,1.5,3.75,No,20070621,09:38:10am,37.82893835,-121.5519255,
945,Coontail,0.5,Egeria,0.3,,,,,,,,,,M (5-10m),S (3-5m),center,,No,,1,3.75,No,20070621,09:47:34am,37.83064755,-121.5517109,coon top eg below
946,Watermilfoil,0.9,,,,,,,,,,,,M (5-10m),S (3-5m),center,,No,,1,2.5,No,20070621,09:51:21am,37.83100476,-121.5512141,
947,Watermilfoil,0.9,,,,,,,,,,,,M (5-10m),S (3-5m),side,,No,,1,2.75,Yes,20070621,09:54:53am,37.83132091,-121.5509226,
948,Coontail,0.7,,,,,,,,,,0.1,,S (3-5m),S (3-5m),side,,No,,0,,No,20070621,09:57:08am,37.83130528,-121.5508271,
949,Coontail,0.7,,,,,,,,,,0.1,,M (5-10m),S (3-5m),side,,No,,0,3,No,20070621,10:01:32am,37.83069861,-121.5509913,
950,Egeria,0.9,,,,,,,,,,0.1,,XL (>15m),L (10-15m),,,No,,0.25,1.75,No,20070621,03:46:42pm,37.81800583,-121.55522,
951,Coontail,0.7,Egeria,0.1,,,,,,,,0.3,,L (10-15m),S (3-5m),range finder,,No,,0,1.75,No,20070621,08:55:24am,37.81584765,-121.5550045,
952,Coontail,0.7,Egeria,0.1,,,,,,,,0.3,,M (5-10m),S (3-5m),range finder,,No,,0,1.5,No,20070621,09:02:15am,37.81558793,-121.5530087,
953,Coontail,0.7,,,,,,,,,,,,XL (>15m),S (3-5m),range finder,,No,,0,1,No,20070621,09:16:26am,37.81090581,-121.5461177,
954,Coontail,0.7,Egeria,0.1,,,,,,,,0.5,,XL (>15m),M (5-10m),range finder,,No,,0,0.75,No,20070621,09:29:11am,37.8090553,-121.5408229,
955,Coontail,0.9,Egeria,0.1,,,,,,,,0.1,,XL (>15m),M (5-10m),center,,No,,0,0.75,No,20070621,09:33:28am,37.8079958,-121.539441,
956,Egeria,0.9,,,,,,,,,,,,M (5-10m),S (3-5m),center,,No,,0.75,2,No,20070621,09:01:13am,37.81808664,-121.5549528,
957,Coontail,0.1,,,,,,,,,,0.7,,S (3-5m),S (3-5m),center,,No,,0,1.5,No,20070620,09:04:51am,37.80641409,-121.3171499,
958,Coontail,0.3,,,,,,,,,,0.5,,S (3-5m),S (3-5m),center,,No,,0,1.25,No,20070620,01:18:58pm,37.80587517,-121.3980193,
959,Coontail,0.7,,,,,,,,,,0.1,,S (3-5m),S (3-5m),center,,No,,0,1.25,No,20070620,01:23:32pm,37.80772741,-121.4092801,
960,Coontail,0.3,,,,,,,,,,0.5,,M (5-10m),S (3-5m),center,,No,,0,1.25,No,20070620,01:27:01pm,37.80945988,-121.4115542,
961,Coontail,0.7,,,,,,,,,,0.1,,S (3-5m),S (3-5m),side,,No,,0,1.5,No,20070620,01:32:30pm,37.81006341,-121.4131305,
962,Coontail,0.3,,,,,,,,,,0.5,,L (10-15m),S (3-5m),side,,No,,0,1.5,No,20070620,01:34:22pm,37.81032597,-121.4139902,
963,Coontail,0.3,,,,,,,,,,0.5,,L (10-15m),S (3-5m),side,,No,,0,1.25,No,20070620,01:36:06pm,37.81075093,-121.4145523,
964,Coontail,0.7,,,,,,,,,,0.1,,L (10-15m),S (3-5m),center,,No,,0,1,No,20070620,01:39:04pm,37.81147459,-121.4154403,
965,Coontail,0.1,,,,,,,,,,0.7,,M (5-10m),S (3-5m),center,,No,,0,1.25,No,20070620,01:41:16pm,37.81215418,-121.4162326,
966,Coontail,0.5,,,,,,,,,,0.3,,M (5-10m),S (3-5m),side,,No,,0,1.25,No,20070620,01:43:44pm,37.81269392,-121.4167568,
967,Coontail,0.3,,,,,,,,,,0.5,,M (5-10m),S (3-5m),side,,No,,0,1,No,20070620,01:57:17pm,37.80700927,-121.4188796,
968,Coontail,0.3,,,,,,,,,,0.5,,S (3-5m),S (3-5m),center,,No,,0,2,No,20070621,08:51:35am,37.81341585,-121.5587939,
969,Coontail,0.5,,,,,,,,,,0.3,,S (3-5m),S (3-5m),center,,No,,0,2.25,No,20070621,08:58:06am,37.81736208,-121.5569198,
970,Coontail,0.9,Egeria,0.1,,,,,,,,0.3,,XL (>15m),M (5-10m),center,,No,,0,0.75,No,20070621,09:43:51am,37.80519602,-121.5341734,
971,Coontail,0.9,Egeria,0.1,,,,,,,,0.1,,XL (>15m),M (5-10m),center,,No,,0,0.75,No,20070621,09:50:26am,37.80300329,-121.5317238,
972,Coontail,0.9,,,,,,,,,,0.1,,XL (>15m),XL (>15m),center,,No,,0,0.75,No,20070621,10:02:07am,37.79926387,-121.5230355,
973,Coontail,0.9,Egeria,0.1,,,,,,,,0.1,,XL (>15m),M (5-10m),center,,No,,0,1,No,20070621,10:17:52am,37.79386162,-121.5184504,
974,Coontail,0.7,,,,,,,,,,0.3,,XL (>15m),L (10-15m),center,,No,,0,0.5,No,20070621,11:34:58am,37.80085707,-121.4669225,
975,Coontail,0.5,,,,,,,,,,0.5,,XL (>15m),M (5-10m),center,,No,,0,0.75,No,20070621,11:43:00am,37.80243275,-121.466183,
976,Coontail,0.9,,,,,,,,,,0.1,,XL (>15m),L (10-15m),range finder,,No,,0,0.5,Yes,20070621,12:04:52pm,37.80388472,-121.4553948,
977,Coontail,0.7,Algae,0.7,,,,,,,,0.3,,XL (>15m),XL (>15m),center,,No,,0,2,Yes,20070621,12:33:28pm,37.8048711,-121.4453413,
978,Coontail,0.7,,,,,,,,,,0.3,,S (3-5m),S (3-5m),range finder,,No,,0,0.5,No,20070621,12:45:06pm,37.80246298,-121.4458764,
979,Coontail,0.5,,,,,,,,,,0.3,,M (5-10m),S (3-5m),side,,No,,0,1,No,20070620,02:08:22pm,37.80269545,-121.4219469,
980,Coontail,0.1,,,,,,,,,,0.7,,M (5-10m),S (3-5m),center,,No,,0,1,No,20070620,02:10:54pm,37.80284263,-121.4231296,
981,Sago,0.5,,,,,,,,,,0.3,,S (3-5m),S (3-5m),side,,No,,0,1,No,20070620,02:20:34pm,37.79954939,-121.427447,
982,Sago,0.7,,,,,,,,,,0.1,,S (3-5m),S (3-5m),center,,No,,0,1.5,No,20070620,02:29:00pm,37.80081151,-121.4306631,
983,Coontail,0.3,,,,,,,,,,0.5,,L (10-15m),S (3-5m),range finder,,No,,0,1,No,20070620,02:42:34pm,37.80028633,-121.4316693,
984,Coontail,0.3,,,,,,,,,,0.5,,XL (>15m),L (10-15m),center,,No,,0,1,No,20070621,10:27:35am,37.78869093,-121.5068389,
985,Coontail,0.5,,,,,,,,,,0.5,,XL (>15m),M (5-10m),center,,No,,0,0.75,No,20070621,10:35:51am,37.78521003,-121.5016305,
986,Coontail,0.7,,,,,,,,,,0.3,,XL (>15m),XL (>15m),center,,No,,0,0.75,No,20070621,10:47:13am,37.78132559,-121.4963136,
987,Coontail,0.7,,,,,,,,,,0.3,,XL (>15m),L (10-15m),center,,No,,0,0.5,No,20070621,10:57:19am,37.78227148,-121.4896022,
988,Coontail,0.7,,,,,,,,,,0.3,,XL (>15m),XL (>15m),range finder,,No,,0,0.5,No,20070621,11:06:49am,37.78736933,-121.4770385,
