ORIG_FID,VisSpp1,VisCov1,VisSpp2,VisCov2,VisSpp3,VisCov3,VisSpp4,VisCov4,VisSpp5,VisCov5,CovDry,CovWat,CovEpiAlg,PatLen,PatWid,Location,PositionIn,Preassigned,MatDensity,DepToSAV,Secchi,ScAtBot,Date,Time,Latitude,Longitude,Comments,RkTthCov,RkSpp1,RkCov1,RkSpp2,RkCov2,RkSpp3,RkCov3,RkSpp4,RkCov4,RkSpp5,RkCov5
285,Watermilfoil,0.5,Egeria,0.5,Coontail,0.1,,,,,,,,XL (>15m),XL (>15m),center,,No,,0,5.25,No,10/29/2007,02:24:08pm,38.0142309,-121.7036201,COO60EGD40,,Coontail,0.6,Egeria,0.4,,,,,,
287,Watermilfoil,0.9,Egeria,0.1,Coontail,0.1,,,,,,,,XL (>15m),XL (>15m),center,,No,,0,3,No,10/29/2007,02:33:49pm,38.01177819,-121.6976605,MIL85COO5EGD10,,Watermilfoil,0.85,Coontail,0.05,Egeria,0.1,,,,
490,Watermilfoil,0.5,Egeria,0.1,Coontail,0.1,Cabomba,0.1,,,,,,XL (>15m),L (10-15m),center,,No,,0,,No,10/30/2007,01:15:29pm,38.05220223,-121.5021134,50 mil 20 eg 10 coon 10 cab,,Watermilfoil,0.6,Egeria,0.2,Coontail,0.1,Cabomba,0.1,,
284,Watermilfoil,0.9,Egeria,0.1,Sago,0.1,,,,,,,,XL (>15m),L (10-15m),center,,No,,0,3.5,No,10/29/2007,02:08:37pm,38.01456672,-121.7092978,MIL80EGD10SAG10,,Watermilfoil,0.8,Egeria,0.1,Sago,0.1,,,,
340,Watermilfoil,0.5,Egeria,0.5,Tule,0.1,,,,,,,,M (5-10m),M (5-10m),center,,No,,1,2,Yes,10/30/2007,01:27:27pm,38.0301951,-121.5228992,100eg,,Egeria,1,,,,,,,,
232,Watermilfoil,0.7,Egeria,0.1,,,,,,,,0.3,,XL (>15m),XL (>15m),range finder,,No,,1,3,Yes,11/1/2007,11:30:10am,38.03075677,-121.5226682,MIL95EGD5,,Watermilfoil,0.95,Egeria,0.05,,,,,,
235,Watermilfoil,0.7,Egeria,0.3,,,,,,,,,,L (10-15m),M (5-10m),center,,No,,1.5,4.5,Yes,11/1/2007,01:08:25pm,38.00732337,-121.5169876,EGD100,,Egeria,1,,,,,,,,
236,Watermilfoil,0.9,Egeria,0.1,,,,,,,,,,XL (>15m),L (10-15m),range finder,,No,,2,3.5,Yes,11/1/2007,01:20:56pm,38.00578644,-121.5118946,MIL80EGD20,,Watermilfoil,0.8,Egeria,0.2,,,,,,
286,Watermilfoil,0.9,Egeria,0.1,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,0,3.25,No,10/29/2007,02:28:30pm,38.01254282,-121.6999768,MIL97EGD3,,Watermilfoil,0.97,Egeria,0.03,,,,,,
289,Watermilfoil,0.9,Egeria,0.1,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,0,4.25,No,10/29/2007,02:43:53pm,38.01241773,-121.6907358,EGD40MIL60,,Egeria,0.4,Watermilfoil,0.6,,,,,,
293,Watermilfoil,0.9,Egeria,0.1,,,,,,,,,,XL (>15m),L (10-15m),center,,No,,0.75,4,No,10/29/2007,03:36:19pm,38.01269382,-121.7067688,MIL60EGD40,,Watermilfoil,0.6,Egeria,0.4,,,,,,
337,Watermilfoil,0.9,Egeria,0.1,,,,,,,,,,XL (>15m),S (3-5m),side,,Yes,,2,4,Yes,10/30/2007,10:12:46am,38.00892959,-121.511642,90eg 10mil,,Egeria,0.9,Watermilfoil,0.1,,,,,,
338,Watermilfoil,0.9,Egeria,0.1,,,,,,,,,,M (5-10m),S (3-5m),center,,Yes,,1.5,3,Yes,10/30/2007,10:19:05am,38.00964667,-121.5115395,80mil 20eg,,Watermilfoil,0.8,Egeria,0.2,,,,,,
366,Watermilfoil,0.5,Egeria,0.3,,,,,,,,0.3,,M (5-10m),S (3-5m),,,Yes,,,4.5,No,10/31/2007,09:59:04am,38.04342497,-121.3692858,EGD80MIL20,,Egeria,0.8,Watermilfoil,0.2,,,,,,
384,Watermilfoil,0.5,Egeria,0.5,,,,,,,,0.3,,M (5-10m),S (3-5m),range finder,,Yes,,,4,No,10/31/2007,11:08:20am,38.04324552,-121.3743955,EGD70MIL30,,Egeria,0.7,Watermilfoil,0.3,,,,,,
392,Watermilfoil,0.7,Egeria,0.3,,,,,,,,,,XL (>15m),M (5-10m),,,No,,2.5,10.5,No,10/31/2007,01:28:14pm,38.07311232,-121.4668805,MIL50EGD45ALG5,,Watermilfoil,0.5,Egeria,0.45,Algae,0.05,,,,
417,Watermilfoil,0.5,Egeria,0.1,,,,,,,,0.3,,L (10-15m),S (3-5m),center,,No,,0,7,Yes,11/1/2007,10:46:41am,38.10637977,-121.6102434,no rake photo,,,,,,,,,,,
425,Watermilfoil,0.5,Egeria,0.3,,,,,,,,,,L (10-15m),S (3-5m),center,,No,,0,5.5,Yes,11/1/2007,01:10:47pm,38.10179401,-121.5792661,mil100,,Watermilfoil,1,,,,,,,,
444,Watermilfoil,0.3,Egeria,0.3,,,,,,,,0.1,,L (10-15m),S (3-5m),center,,No,,0.5,2.5,Yes,10/29/2007,09:32:18am,37.99822781,-121.4274979,50 mil 50 eg,,Watermilfoil,0.5,Egeria,0.5,,,,,,
450,Watermilfoil,0.7,Egeria,0.3,,,,,,,,,,L (10-15m),L (10-15m),center,,No,,0.5,3,Yes,10/29/2007,10:34:13am,38.0093193,-121.4433606,50 mil 50 eg,,Watermilfoil,0.5,Egeria,0.5,,,,,,
460,Watermilfoil,0.5,Egeria,0.5,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,3,8.5,No,10/29/2007,01:12:32pm,38.06720501,-121.5018633,100 mil,,Watermilfoil,1,,,,,,,,
462,Watermilfoil,0.7,Egeria,0.1,,,,,,,,0.1,,L (10-15m),S (3-5m),center,,No,,2,9.5,No,10/29/2007,01:29:14pm,38.08709035,-121.5188901,99 mil 1 eg,,Watermilfoil,0.99,Egeria,0.01,,,,,,
463,Watermilfoil,0.9,Egeria,0.1,,,,,,,,,,L (10-15m),S (3-5m),center,,No,,1,6,Yes,10/29/2007,01:34:30pm,38.0891313,-121.5227432,99 mil 1 eg,,Watermilfoil,0.99,Egeria,0.01,,,,,,
464,Watermilfoil,0.3,Egeria,0.3,,,,,,,,0.1,,L (10-15m),M (5-10m),center,,No,,3,9,No,10/29/2007,01:39:19pm,38.09004943,-121.5267467,XXX##,,Egeria,0.7,Algae,0.3,,,,,,
476,Watermilfoil,0.7,Egeria,0.1,,,,,,,,,,L (10-15m),L (10-15m),center,,Yes,,0,4,Yes,10/30/2007,08:20:53am,38.04262704,-121.433494,100 mil,,Watermilfoil,1,,,,,,,,
480,Watermilfoil,0.7,Egeria,0.1,,,,,,,,0.3,,M (5-10m),S (3-5m),center,,No,,0.5,5.5,Yes,10/30/2007,09:27:07am,38.04097171,-121.4450408,100 eg,,Egeria,1,,,,,,,,
484,Watermilfoil,0.5,Egeria,0.5,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,2,5.5,Yes,10/30/2007,09:49:40am,38.04512789,-121.4488537,100 eg,,Egeria,1,,,,,,,,
489,Watermilfoil,0.5,Egeria,0.5,,,,,,,,,,XL (>15m),L (10-15m),center,,No,,0,,No,10/30/2007,01:11:19pm,38.05214077,-121.5030883,50 eg 50 mil,,Egeria,0.5,Watermilfoil,0.5,,,,,,
493,Watermilfoil,0.3,Egeria,0.1,,,,,,,,0.5,,M (5-10m),M (5-10m),center,,No,,4,5,Yes,10/30/2007,01:46:41pm,38.04811429,-121.5026065,100 eg,,Egeria,1,,,,,,,,
496,Watermilfoil,0.7,Egeria,0.3,,,,,,,,,,M (5-10m),M (5-10m),center,,No,,0.5,2.75,Yes,10/30/2007,02:56:27pm,38.03472132,-121.4739924,65 mil 35 eg,,Watermilfoil,0.65,Egeria,0.35,,,,,,
499,Watermilfoil,0.7,Egeria,0.1,,,,,,,,0.3,,XL (>15m),M (5-10m),side,,No,,0,7,Yes,10/31/2007,10:42:00am,38.08309184,-121.4378961,100eg,,Egeria,1,,,,,,,,
505,Watermilfoil,0.5,Egeria,0.1,,,,,,,,0.5,,S (3-5m),S (3-5m),center,,No,,1.5,4.5,Yes,10/31/2007,01:24:57pm,38.08942707,-121.501512,50mil 50eg,,Watermilfoil,0.5,Egeria,0.5,,,,,,
270,Watermilfoil,0.9,Elodea,0.1,,,,,,,,,,L (10-15m),M (5-10m),center,,No,,0,2,Yes,10/29/2007,01:00:49pm,38.01288278,-121.7296685,MIL97ELO3,,Watermilfoil,0.97,Elodea,0.03,,,,,,
276,Watermilfoil,0.1,Sago,0.7,Azolla,0.3,,,,,,,,XL (>15m),XL (>15m),center,,No,,0,3.5,Yes,10/29/2007,01:32:23pm,38.00934013,-121.7213072,SAG90MIL10,,Sago,0.9,Watermilfoil,0.1,,,,,,
282,Watermilfoil,0.9,Sago,0.1,Egeria,0.1,Coontail,0.1,,,,,,XL (>15m),XL (>15m),center,,No,,0,4.25,Yes,10/29/2007,01:59:49pm,38.01166691,-121.7097548,EGD5COO5SAG15MIL75,,Egeria,0.05,Coontail,0.05,Sago,0.15,Watermilfoil,0.75,,
280,Watermilfoil,0.9,Sago,0.1,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,0,3,No,10/29/2007,01:51:36pm,38.01089863,-121.711206,MIL95EGD5,,Watermilfoil,0.95,Egeria,0.05,,,,,,
258,Watermilfoil,0.9,Tule,0.1,Coontail,0.1,,,,,,,,L (10-15m),M (5-10m),center,,Yes,,0,1.75,Yes,10/29/2007,09:10:21am,38.01643828,-121.7392052,MIL80ALG10COO10,,Watermilfoil,0.8,Algae,0.1,Coontail,0.1,,,,
256,Watermilfoil,0.9,Tule,0.5,Egeria,0.1,,,,,,,,XL (>15m),L (10-15m),center,,No,,0,3.5,No,10/29/2007,03:19:47pm,38.00982815,-121.6994395,MIL60EGD40,,Watermilfoil,0.6,Egeria,0.4,,,,,,
292,Watermilfoil,0.9,Tule,0.1,,,,,,,,,,XL (>15m),L (10-15m),center,,No,,0.75,4.25,Yes,10/29/2007,03:31:20pm,38.01094351,-121.7054588,MIL100,,Watermilfoil,1,,,,,,,,
339,Watermilfoil,0.5,,,,,,,,,,,,S (3-5m),S (3-5m),side,,Yes,,3,4,No,10/30/2007,10:51:41am,38.00935609,-121.5129731,100mil,,Watermilfoil,1,,,,,,,,
367,Watermilfoil,0.3,,,,,,,,,,0.7,,S (3-5m),S (3-5m),,,Yes,,,4.5,Yes,10/31/2007,10:04:07am,38.04333102,-121.3668044,MIL100,,Watermilfoil,1,,,,,,,,
418,Watermilfoil,0.7,,,,,,,,,,0.1,,L (10-15m),S (3-5m),center,,No,,0,5.25,No,11/1/2007,11:34:33am,38.10509589,-121.5970146,mil100,,Watermilfoil,1,,,,,,,,
420,Watermilfoil,0.7,,,,,,,,,,0.3,,L (10-15m),S (3-5m),center,,No,,1,6,Yes,11/1/2007,11:55:10am,38.10609471,-121.6032866,mil90 alg10,,Watermilfoil,0.9,Algae,0.1,,,,,,
422,Watermilfoil,0.9,,,,,,,,,,,,S (3-5m),S (3-5m),side,,No,,0,7,Yes,11/1/2007,12:50:02pm,38.10482332,-121.5941701,mil50 alg50,,Watermilfoil,0.5,Algae,0.5,,,,,,
428,Watermilfoil,0.7,,,,,,,,,,0.1,,XL (>15m),S (3-5m),center,,No,,2,4,Yes,11/1/2007,01:46:29pm,38.09875588,-121.5643138,mil90 alg10,,Watermilfoil,0.9,Algae,0.1,,,,,,
447,Watermilfoil,0.5,,,,,,,,,,0.3,,M (5-10m),S (3-5m),center,,No,,1,2,Yes,10/29/2007,10:11:45am,38.00712218,-121.4447477,100 mil,,Watermilfoil,1,,,,,,,,
449,Watermilfoil,0.9,,,,,,,,,,0.1,,S (3-5m),S (3-5m),center,,No,,0.5,2.25,Yes,10/29/2007,10:25:40am,38.00849631,-121.4426697,100 mil,,Watermilfoil,1,,,,,,,,
461,Watermilfoil,0.7,,,,,,,,,,0.1,,L (10-15m),S (3-5m),center,,No,,2,9,No,10/29/2007,01:22:00pm,38.07343366,-121.5067934,100 Mil,,Watermilfoil,1,,,,,,,,
475,Watermilfoil,0.5,,,,,,,,,,0.5,,XL (>15m),L (10-15m),side,,No,,1,4.25,No,10/30/2007,08:13:26am,38.04192366,-121.4324153,100 mil,,Watermilfoil,1,,,,,,,,
494,Watermilfoil,0.3,,,,,,,,,,0.7,,M (5-10m),M (5-10m),center,,No,,2,5,Yes,10/30/2007,01:50:00pm,38.04968453,-121.50376,100 mil,,Watermilfoil,1,,,,,,,,
506,Watermilfoil,0.7,,,,,,,,,,0.5,,XL (>15m),S (3-5m),center,,No,,0.5,7,Yes,10/31/2007,01:43:11pm,38.07894771,-121.501589,mil100,,Watermilfoil,1,,,,,,,,
